Nome,CPF,E-mail,Data,Hostname,IP,Browser,Endereço,Cartão de crédito,Vencimento
Anthony Novaes,251.849.760-94,beatriznogueira@melo.br,2021-01-03T14:03:05,web-48.santos.br,190.140.72.11,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/52.0.895.0 Safari/533.0","Trecho Lavínia Fogaça, 92
Zilah Sposito
99818898 Martins do Amparo / PE","VISA 16 digit
Giovanna Moraes
4311105302016814 01/29
CVC: 773
",02/31
Valentina Correia,236.179.804-22,duarteluiz-fernando@pires.com,2021-03-15T15:32:56,srv-80.costa.com,4.138.182.43,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/57.0.878.0 Safari/534.1","Núcleo Thiago Caldeira, 51
Estrela Do Oriente
63087-875 da Costa / RR","Maestro
Camila Gonçalves
562866763484 09/25
CVV: 575
",12/29
Clara da Conceição,148.259.376-91,danilocosta@da.br,2021-05-09T16:28:50,lt-08.farias.com,77.191.43.103,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_4) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/53.0.868.0 Safari/536.1","Recanto Mendes, 3
Fazendinha
60407254 Caldeira / RR","Mastercard
Arthur Alves
2221207983805284 09/25
CVV: 347
",10/24
Maria Fernanda Vieira,236.807.514-35,piressabrina@bol.com.br,2021-06-28T05:01:38,desktop-00.vieira.org,76.6.55.130,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/52.0.882.0 Mobile/20T444 Safari/534.0","Conjunto Matheus da Rosa, 81
Dona Clara
24083-850 Gonçalves / AL","JCB 15 digit
Ian Ferreira
213184150127046 11/29
CVC: 053
",12/30
Luigi Rocha,471.320.589-32,rcavalcanti@da.net,2021-07-29T12:55:14,web-98.dias.br,164.138.234.105,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/31.0.883.0 Safari/533.0","Alameda Maria Clara Ramos, 60
Serrano
04592-145 Moraes de Nascimento / AL","VISA 16 digit
João Guilherme Pires
4021171544894377 11/29
CVC: 398
",02/30
Lorenzo Carvalho,485.931.276-73,beatrizporto@barros.net,2021-05-17T14:22:30,laptop-25.cardoso.com,6.237.230.3,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/15.0.818.0 Safari/534.2","Vila Pietro Freitas, 95
Satelite
27422-755 Rocha Verde / RJ","JCB 15 digit
Felipe Caldeira
180094167883821 01/27
CVC: 029
",06/27
Giovanna da Costa,137.058.926-30,augusto40@bol.com.br,2021-05-11T09:11:23,lt-10.nunes.br,223.211.63.173,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_7) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/61.0.864.0 Safari/532.0","Núcleo de Farias, 60
Vitoria Da Conquista
21376619 Pinto do Norte / PR","American Express
Davi da Costa
377100013287357 05/23
CID: 3164
",01/22
Eduarda Cardoso,478.659.120-30,clariceferreira@da.org,2021-04-24T11:50:00,desktop-64.cardoso.net,155.183.195.42,"Mozilla/5.0 (Linux; Android 2.2.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/22.0.863.0 Safari/536.2","Rodovia de Moura, 31
Cidade Nova
33880277 Pires / AM","Diners Club / Carte Blanche
Lorena da Rocha
30322484067964 03/28
CVC: 540
",03/25
Sophie Rodrigues,069.843.572-92,toliveira@vieira.net,2021-06-26T15:02:17,web-42.duarte.br,150.96.39.87,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/32.0.837.0 Safari/531.2","Jardim Gomes, 16
Vila Madre Gertrudes 4ª Seção
86838446 da Paz Alegre / RR","JCB 16 digit
Calebe Pereira
3591096356857414 03/24
CVC: 958
",08/28
Vicente Dias,572.069.348-38,omonteiro@rezende.org,2021-03-22T21:00:56,desktop-45.barbosa.com,154.209.217.221,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/39.0.885.0 Mobile/93T763 Safari/535.1","Sítio Eduardo Ribeiro, 38
Vila São João Batista
66910597 da Cunha / SC","VISA 16 digit
Helena Lima
4841437740320782 01/29
CVC: 792
",12/26
Dr. Pietro Lopes,891.307.456-75,msantos@aragao.com,2021-07-21T14:35:04,laptop-15.novaes.br,50.146.42.185,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/44.0.820.0 Safari/535.1","Chácara de Moreira, 368
Conjunto Califórnia I
90932-470 Caldeira de Vieira / AL","American Express
Maria Luiza da Mata
371432940217348 01/24
CID: 8098
",01/31
Vicente Moura,835.479.062-29,aragaoana-julia@uol.com.br,2021-03-10T16:58:37,email-10.araujo.br,93.205.182.87,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/22.0.866.0 Safari/533.0","Praia Cardoso, 1
Serra Do Curral
19599-051 Moreira / RS","VISA 16 digit
Cauê Nogueira
4215308256709775 01/30
CVC: 436
",02/22
Mariane Moreira,372.469.801-13,pietrasantos@nascimento.com,2021-03-27T09:53:39,laptop-88.moreira.org,169.187.165.64,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/45.0.884.0 Safari/532.0","Lagoa de Souza
Cinquentenário
03457610 das Neves / PE","VISA 13 digit
Danilo Mendes
4583028013382 04/26
CVC: 726
",12/29
Laís Nascimento,374.806.512-44,maria-ceciliacorreia@uol.com.br,2021-01-04T03:44:04,web-06.farias.com,162.159.253.22,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/23.0.810.0 Safari/536.1","Rua Gonçalves, 767
Madri
99593-284 Costa / ES","JCB 16 digit
Agatha Freitas
3558267030947423 11/25
CVC: 245
",06/28
Sr. Noah Viana,174.596.832-64,vrodrigues@da.com,2021-02-05T09:56:18,db-08.goncalves.net,48.157.141.237,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/33.0.809.0 Safari/536.0","Passarela Maria Sophia da Conceição
São Bento
59398707 Alves dos Dourados / MA","Mastercard
Melissa Araújo
2286623504330127 04/24
CVV: 505
",08/25
Rafaela Costela,102.576.938-40,joao-guilherme30@da.com,2021-07-11T15:03:52,db-53.fogaca.com,14.152.31.198,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/43.0.862.0 Mobile/96S641 Safari/535.0","Chácara Farias, 60
Nova Pampulha
94338242 Gonçalves do Norte / TO","JCB 16 digit
Clara da Mata
3506099728608725 02/23
CVC: 054
",07/30
Yago Nogueira,932.786.105-12,danielapinto@gmail.com,2021-04-04T18:27:05,web-25.goncalves.com,76.68.180.56,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/42.0.809.0 Safari/536.1","Vale Ferreira, 87
Cidade Jardim Taquaril
32964-151 Mendes Alegre / MA","VISA 13 digit
Cauã Oliveira
4111664071751 08/30
CVC: 361
",09/26
Sra. Maria Fernanda Rezende,627.314.950-06,joao98@ig.com.br,2021-01-22T11:54:40,lt-82.lopes.com,130.83.186.206,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/38.0.808.0 Safari/533.1","Trevo Mirella da Cruz, 6
Renascença
36443354 Correia de Minas / PE","VISA 16 digit
Maria Vitória Ferreira
4296918984906790 05/25
CVC: 484
",03/25
Matheus Vieira,549.163.087-00,ana73@correia.br,2021-01-20T12:39:23,desktop-87.alves.br,107.63.181.135,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/47.0.852.0 Safari/531.0","Sítio Raul Monteiro, 65
Laranjeiras
35357444 Ramos da Serra / AC","Maestro
Arthur Alves
630483653055 08/29
CVV: 234
",06/22
Heloísa Peixoto,230.195.476-52,fernandesmaria-alice@goncalves.com,2021-03-07T19:21:45,web-11.martins.br,220.179.93.77,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/20.0.817.0 Safari/532.0","Rua Dias, 92
Vila Independencia 3ª Seção
89109-432 Cunha da Prata / AC","Diners Club / Carte Blanche
Sophia Silveira
30460244054458 12/28
CVC: 102
",09/28
Luiz Felipe da Conceição,614.297.583-09,luiz-henriquedias@bol.com.br,2021-02-03T22:25:09,desktop-86.correia.net,33.115.6.87,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.881.0 Safari/536.0","Avenida Caldeira
Grota
18708-812 Pereira / PA","Mastercard
Larissa Pereira
2700581639602919 02/23
CVV: 911
",11/26
Clarice Ribeiro,195.268.047-67,danielaviana@da.net,2021-07-21T16:38:26,desktop-33.sales.br,39.150.92.170,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/38.0.814.0 Safari/534.0","Colônia Ryan Farias, 74
Califórnia
06975516 Costa / RJ","VISA 16 digit
Kaique Dias
4139833539153676 02/30
CVC: 960
",08/26
Kamilly Pereira,683.071.294-78,benjamin46@ig.com.br,2021-01-05T12:53:56,email-19.vieira.com,24.160.48.131,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.860.0 Safari/535.1","Praça de Novaes, 65
Conjunto Serra Verde
98851449 Gonçalves / CE","JCB 16 digit
Alexandre Freitas
3513008322110898 09/24
CVC: 667
",02/24
Srta. Maria Julia Cardoso,872.109.534-50,murilosilva@yahoo.com.br,2021-02-04T18:50:36,db-89.santos.org,198.91.69.239,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/17.0.850.0 Safari/536.0","Núcleo de Lima, 81
Cidade Nova
29008-324 Carvalho / PE","Maestro
Sophia da Mata
675930927545 07/30
CVV: 328
",11/30
Dr. Vinicius Carvalho,624.835.790-00,luiz-gustavo92@oliveira.com,2021-02-11T22:36:49,laptop-49.duarte.org,134.45.49.235,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/24.0.800.0 Mobile/55O482 Safari/536.1","Passarela de Alves
São José
84661548 Barbosa / SP","Discover
Calebe Lima
6011077203523982 12/25
CVC: 279
",01/25
Raquel Duarte,174.328.605-80,lais37@gmail.com,2021-01-21T23:44:40,lt-14.araujo.net,215.107.249.231,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/16.0.858.0 Safari/531.0","Trevo de Monteiro, 14
Ribeiro De Abreu
25543530 Cardoso / PA","American Express
Ana Júlia da Rosa
374342109361182 06/24
CID: 2079
",08/30
Calebe Azevedo,254.381.906-15,anovaes@gmail.com,2021-02-22T01:00:41,lt-85.da.com,95.98.27.227,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/32.0.817.0 Safari/533.0","Distrito Melo, 599
Ermelinda
85795904 da Mota do Oeste / PR","VISA 13 digit
Enzo da Cruz
4031851103268 05/31
CVC: 093
",01/28
Eduardo Araújo,490.785.216-94,earaujo@cardoso.br,2021-06-06T09:18:47,db-00.freitas.com,117.147.22.253,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 10_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/36.0.803.0 Safari/534.1","Condomínio Moreira
São Salvador
93177317 Souza / RS","JCB 15 digit
Davi Peixoto
213155404390234 02/26
CVC: 022
",09/22
João Gabriel Pinto,296.075.813-77,aliciafogaca@uol.com.br,2021-01-23T02:41:51,email-88.cunha.br,85.105.86.192,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/60.0.865.0 Safari/534.1","Loteamento de Souza, 45
Suzana
38075-806 Fernandes / AC","JCB 15 digit
Gabriela Jesus
180059312407321 07/28
CVC: 391
",11/21
Enzo Araújo,594.867.103-84,lorena55@bol.com.br,2021-03-23T08:25:11,srv-42.da.org,6.158.228.160,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/34.0.877.0 Mobile/75L775 Safari/532.2","Pátio de da Rocha, 67
Aparecida
06001737 Barros de Ferreira / BA","JCB 16 digit
Clarice Nogueira
3579572632087774 11/22
CVC: 346
",04/28
Ryan Moura,061.739.584-57,kfogaca@ig.com.br,2021-07-09T12:45:05,lt-10.moreira.br,85.27.135.155,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/56.0.820.0 Safari/533.2","Trevo de da Mota, 81
Lagoa
40417-851 Nogueira de Cunha / MG","JCB 16 digit
Mariane Silveira
3573853854461277 08/26
CVC: 665
",08/28
Srta. Isis Silva,217.856.049-02,ana58@gmail.com,2021-03-19T21:35:38,db-68.martins.net,142.6.57.77,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/57.0.850.0 Safari/534.1","Passarela Campos, 651
Vila Aeroporto Jaraguá
39398-232 Fernandes / PE","VISA 16 digit
Rafaela Campos
4117170606934142 02/28
CVC: 080
",10/25
Heloísa Ribeiro,258.034.619-89,larissacosta@bol.com.br,2021-07-29T21:12:31,srv-78.correia.net,84.130.174.62,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/24.0.837.0 Safari/534.1","Lagoa Cunha, 1
Conjunto Jatoba
18206303 Cavalcanti do Galho / RJ","JCB 15 digit
Murilo Araújo
213104717675501 07/29
CVC: 407
",12/24
Rebeca Silveira,507.138.492-23,nicolefarias@almeida.br,2021-04-06T01:30:24,lt-12.peixoto.br,64.212.130.233,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/54.0.865.0 Safari/534.2","Feira Gustavo Pereira, 672
João Alfredo
24942540 Mendes do Sul / RR","VISA 16 digit
Valentina Campos
4899036269927505 12/23
CVC: 639
",08/31
Paulo Ribeiro,784.193.620-69,da-matalorenzo@da.com,2021-04-30T03:37:11,web-16.barbosa.net,16.169.247.16,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/32.0.806.0 Safari/534.1","Vale Jesus, 24
Miramar
59092590 Melo de Castro / BA","American Express
Marcos Vinicius Campos
341468680552145 07/27
CID: 6340
",05/23
Catarina Vieira,034.629.158-51,cpinto@melo.br,2021-07-16T11:48:45,db-61.cardoso.br,55.12.103.146,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/63.0.875.0 Safari/533.2","Vereda Laís Jesus, 8
Alpes
43140908 Farias Alegre / CE","JCB 15 digit
Eduarda Dias
213199601309613 07/31
CVC: 758
",01/24
Gabrielly Ferreira,718.265.430-07,marianearaujo@bol.com.br,2021-07-04T02:22:20,web-97.fernandes.br,55.151.155.111,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/48.0.826.0 Safari/532.2","Residencial Vitória Jesus, 49
Piraja
55004-876 Barbosa do Oeste / SE","VISA 13 digit
Clarice Mendes
4377975089333 04/26
CVC: 568
",10/30
Ana Laura da Rocha,257.630.948-83,das-nevesisaac@hotmail.com,2021-07-17T23:36:34,desktop-49.costela.br,119.207.227.138,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/59.0.859.0 Mobile/18X715 Safari/532.0","Favela Ana Luiza Martins, 89
Pirineus
53356367 Melo / PB","Mastercard
Nina Moreira
5178873568584275 05/29
CVV: 716
",07/23
Valentina das Neves,176.098.234-22,roliveira@moraes.org,2021-08-15T04:06:46,email-74.aragao.net,139.8.216.154,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/35.0.829.0 Safari/533.1","Favela Yasmin Barros, 24
Vila São Gabriel
21941670 da Conceição Verde / PB","Maestro
Thales Lima
676318704308 12/27
CVV: 714
",07/26
Ana Carolina da Mata,932.605.417-99,duartegabriela@peixoto.net,2021-01-04T21:55:50,lt-66.araujo.br,1.109.94.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 9_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/55.0.880.0 Safari/531.0","Avenida de da Mota
Tres Marias
15764-211 da Rosa do Sul / CE","Maestro
Ryan da Rosa
630466824616 02/24
CVV: 513
",03/30
Mirella Novaes,954.608.271-67,cunhamilena@yahoo.com.br,2021-01-13T23:44:13,laptop-78.teixeira.br,206.59.244.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/18.0.899.0 Safari/536.0","Campo de Alves, 51
Pindorama
47086023 Cavalcanti do Sul / RS","American Express
Camila Almeida
372752127745087 04/25
CID: 2683
",11/27
Luigi Castro,192.634.705-61,joao-pedroaraujo@azevedo.br,2021-01-26T11:59:28,web-04.teixeira.org,218.47.251.62,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/27.0.864.0 Safari/534.2","Estação Rafaela Costela, 23
São Jorge 3ª Seção
28398-582 Gonçalves da Prata / MS","American Express
Elisa da Conceição
341948391873211 04/30
CID: 1102
",10/30
Lara da Paz,249.673.510-34,paraujo@cunha.com,2021-07-15T12:00:44,db-07.nogueira.com,68.17.95.211,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/18.0.878.0 Safari/532.1","Vale Luiz Fernando Peixoto
Anchieta
79817232 Fernandes / RN","Maestro
Isabella da Conceição
060467306811 07/25
CVV: 165
",08/30
Breno Duarte,097.245.813-14,danielferreira@yahoo.com.br,2021-02-18T05:01:54,desktop-54.rodrigues.com,38.114.42.52,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/44.0.882.0 Safari/536.2","Sítio Dias, 19
Vila Satélite
33974-671 Aragão / PI","American Express
Rodrigo da Mota
370351041075093 01/26
CID: 9495
",07/28
Diogo Azevedo,820.793.456-56,heloisa94@aragao.com,2021-01-31T20:34:23,db-20.fernandes.br,174.115.212.61,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/14.0.830.0 Mobile/86G326 Safari/536.1","Praça de da Cunha, 3
Cidade Nova
25358-597 Rezende Grande / TO","Maestro
Vitória Souza
676166379021 11/23
CVV: 549
",11/21
Lucas Gabriel Alves,297.685.341-09,pda-costa@monteiro.com,2021-05-03T06:24:25,srv-29.castro.br,136.16.24.228,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.855.0 Safari/533.0","Esplanada de Silveira, 13
Vila Paris
40509983 Moura / AL","VISA 13 digit
João Guilherme Rocha
4795536972244 06/29
CVC: 348
",12/24
Dra. Eloah Costa,489.260.735-56,ericknogueira@fogaca.net,2021-06-05T19:31:08,srv-50.teixeira.com,37.38.98.171,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/27.0.808.0 Safari/532.1","Rodovia de Costela, 928
Santa Amelia
54565-685 Nunes / MT","JCB 16 digit
Maria Sophia Castro
3523016997306301 02/28
CVC: 592
",10/22
Sra. Elisa Pereira,369.245.017-61,sabrina81@campos.net,2021-06-12T06:24:56,lt-41.pereira.com,34.176.149.15,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_8) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.838.0 Safari/531.1","Trevo Aragão, 6
Olaria
67421409 Novaes dos Dourados / RN","Discover
Erick Oliveira
6566613600860277 05/29
CVC: 599
",07/24
Francisco Almeida,127.648.059-85,joao-vitor54@uol.com.br,2021-05-08T23:37:26,web-73.nunes.com,39.249.85.232,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/35.0.841.0 Mobile/77T084 Safari/531.0","Morro Lorenzo Costa, 59
Camponesa 1ª Seção
53703355 Jesus de da Rocha / RS","JCB 15 digit
Diogo Moraes
180092081367608 10/21
CVC: 599
",08/29
Sra. Maysa Viana,836.159.204-06,fernandesclara@costa.com,2021-06-04T09:57:49,lt-59.fogaca.br,160.58.255.176,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.813.0 Safari/532.2","Trecho Letícia Cardoso, 79
Santa Lúcia
31245-318 Pereira de da Rosa / PA","VISA 16 digit
Ana da Rosa
4288784768412854 11/25
CVC: 610
",04/30
Maria Fernanda da Conceição,948.730.615-39,sarah02@uol.com.br,2021-08-06T19:33:12,email-59.da.com,203.69.44.250,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/13.0.865.0 Mobile/03T255 Safari/536.1","Trecho Eloah Dias, 7
Lindéia
43267-378 Moraes do Sul / PB","VISA 19 digit
Alana Mendes
4209068311169664516 05/29
CVC: 067
",06/31
Pedro Miguel Carvalho,460.157.839-66,luiz-gustavolima@santos.com,2021-07-29T09:13:07,web-70.costa.com,192.153.84.163,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/55.0.824.0 Safari/531.0","Estação Cardoso, 9
Nova Granada
05287-387 Farias / RS","VISA 16 digit
Antônio Barbosa
4271604023611307 04/24
CVC: 403
",09/27
Dr. Nathan Pinto,076.493.128-87,santosmariana@yahoo.com.br,2021-01-16T19:56:30,srv-14.ferreira.com,100.183.217.139,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/60.0.853.0 Safari/532.1","Quadra Juan Cavalcanti
Vila Oeste
40030-541 Moura / CE","JCB 16 digit
João Miguel Fernandes
3501019453998807 01/23
CVC: 054
",07/27
Renan Fogaça,172.594.680-76,juliada-cruz@almeida.br,2021-07-16T20:30:25,email-11.moraes.br,135.16.151.241,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/30.0.817.0 Safari/532.1","Conjunto de Lopes
Leticia
37005-983 Aragão / GO","VISA 13 digit
Kamilly Nascimento
4482267016703 07/25
CVC: 351
",04/25
Alexandre Lima,489.057.163-93,carvalhomaite@barros.com,2021-03-11T06:21:36,laptop-25.fogaca.com,103.88.94.244,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.852.0 Safari/534.2","Feira Freitas, 12
Mariquinhas
37828502 Oliveira / SE","JCB 16 digit
Natália Souza
3543594437600844 10/23
CVC: 572
",04/25
Vicente Barbosa,698.405.213-06,bsouza@gmail.com,2021-03-29T21:30:16,srv-94.pereira.com,23.195.237.124,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/33.0.805.0 Safari/535.0","Largo Bernardo Pereira, 3
Parque São José
34560-097 Silva / AP","VISA 13 digit
Rafaela Moura
4209309500539 08/30
CVC: 475
",10/22
Sra. Melissa Vieira,495.726.310-80,renan19@uol.com.br,2021-02-09T05:14:04,email-85.novaes.br,178.110.92.121,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/14.0.895.0 Safari/531.2","Viela Clarice da Conceição, 721
Universo
54149456 da Conceição / CE","Maestro
Emanuella Viana
639031163509 09/23
CVV: 413
",04/28
Davi Lucas Fogaça,456.721.809-49,manuelada-rocha@ramos.com,2021-07-16T23:47:57,laptop-85.jesus.com,179.63.42.50,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_6) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/17.0.846.0 Safari/531.0","Estrada Vicente Jesus, 75
Maria Helena
58122269 Araújo / PB","JCB 15 digit
Kamilly da Luz
180068826063009 12/30
CVC: 923
",05/22
Giovanna Ribeiro,426.795.831-91,tgoncalves@bol.com.br,2021-04-25T07:33:49,web-65.da.net,23.242.33.211,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/36.0.803.0 Safari/533.1","Setor de Lopes, 71
Vila Pilar
93241-398 Porto / RJ","JCB 16 digit
Joana Martins
3559553043367082 02/22
CVC: 729
",04/30
Caio Alves,496.178.325-00,sophiearagao@bol.com.br,2021-03-29T02:03:16,srv-64.peixoto.com,173.247.189.165,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 5_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/50.0.840.0 Safari/532.1","Estação Luiza da Luz, 1
Aguas Claras
05152327 Vieira da Mata / SP","American Express
Mariana Gomes
377985092266672 03/30
CID: 3076
",07/27
Nathan Campos,037.245.169-16,henrique62@yahoo.com.br,2021-01-26T10:31:36,web-61.jesus.com,66.41.207.81,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/17.0.813.0 Safari/531.2","Estrada Freitas, 819
Vila Antena Montanhês
44512156 Ramos / AL","Diners Club / Carte Blanche
Bryan da Cunha
30545797289327 03/27
CVC: 194
",04/26
Maria Luiza Souza,081.375.492-50,scostela@novaes.org,2021-03-30T04:06:04,srv-54.cardoso.com,162.222.30.137,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.821.0 Safari/535.2","Conjunto Sofia Lima, 7
Mariano De Abreu
83160324 Sales de Goiás / BA","Discover
Lorena Peixoto
6505333764649242 12/25
CVC: 079
",09/24
Pietra Cardoso,879.534.120-04,ramoscaue@ig.com.br,2021-06-01T06:19:50,web-19.fernandes.br,17.12.160.58,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/57.0.881.0 Mobile/89I446 Safari/532.0","Lagoa Monteiro, 83
Pindorama
05117-835 Rocha do Campo / PR","JCB 15 digit
Lucas Gabriel Caldeira
213177840513096 11/22
CVC: 948
",09/24
Ian Viana,426.713.598-37,heitor50@gmail.com,2021-07-07T10:45:28,srv-92.da.com,8.185.169.137,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/16.0.849.0 Safari/532.1","Parque Leonardo Rezende, 616
Vila Paquetá
90428050 Ramos / AM","VISA 16 digit
Maria Eduarda Aragão
4523710574887489 04/23
CVC: 043
",10/30
