Nome,CPF,E-mail,Data,Hostname,IP,Browser,Endereço,Cartão de crédito,Vencimento
Sr. Marcelo Rodrigues,538.219.407-60,carvalhoemilly@carvalho.br,2021-02-03T04:50:59,laptop-51.aragao.org,74.85.180.43,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/49.0.867.0 Safari/533.0","Praia Barbosa, 1
Betânia
02233-355 Vieira / ES","VISA 16 digit
Mirella Oliveira
4002264628234660 12/29
CVC: 028
",05/28
Ana Caldeira,627.304.819-31,arthurnogueira@bol.com.br,2021-01-21T00:51:50,lt-10.da.com,184.147.73.108,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.838.0 Safari/531.2","Vale Campos
Laranjeiras
15090-544 da Costa de Goiás / SC","JCB 15 digit
Agatha Azevedo
180050923962986 12/28
CVC: 911
",12/27
Maitê Almeida,836.157.409-39,da-cunhaemilly@yahoo.com.br,2021-07-15T01:31:03,laptop-30.gomes.org,43.107.249.119,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_7) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/34.0.888.0 Safari/532.2","Quadra Valentina Porto, 82
Vila Fumec
45769-935 Mendes / MG","American Express
Thomas da Cunha
374922278140606 08/30
CID: 6343
",09/22
Rodrigo Fernandes,145.670.382-07,lorenzoda-mota@melo.br,2021-06-20T22:28:23,db-76.silveira.br,53.12.107.33,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/27.0.828.0 Safari/532.2","Vila Gonçalves, 3
Alta Tensão 1ª Seção
23224729 Martins / PI","JCB 15 digit
Luiz Otávio das Neves
180088931096207 09/27
CVC: 690
",03/31
Dr. Pedro Miguel Rodrigues,402.789.531-23,jfarias@dias.net,2021-04-28T11:50:23,desktop-69.porto.br,49.114.3.33,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/35.0.808.0 Mobile/39I808 Safari/535.1","Pátio Maitê das Neves, 249
Lorena
13896221 Rezende de Minas / RN","VISA 19 digit
Leandro Caldeira
4001760535643058570 01/22
CVC: 636
",12/24
Ana Luiza Moraes,608.425.193-51,otavio84@hotmail.com,2021-05-25T08:51:46,laptop-63.da.com,180.153.201.123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/35.0.875.0 Safari/536.1","Travessa de Correia, 36
Itaipu
53658-442 Oliveira das Flores / RN","Maestro
Luigi Silveira
676338088070 11/29
CVV: 261
",11/28
Carolina Pinto,263.481.590-51,azevedoagatha@pires.br,2021-04-01T15:27:07,desktop-57.das.net,2.191.79.168,"Mozilla/5.0 (Windows 98) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/33.0.844.0 Safari/531.2","Rodovia Mariana Nunes
Petropolis
44478-961 Nogueira / GO","Mastercard
Sarah das Neves
2672560643967553 11/24
CVV: 545
",12/25
Kevin da Mota,921.608.745-58,araujolorenzo@farias.br,2021-02-12T01:36:29,laptop-11.jesus.com,169.225.242.222,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/39.0.872.0 Safari/532.1","Praça João Gonçalves, 45
Bom Jesus
05053-061 Mendes / GO","Discover
Letícia Gomes
6011131663140306 10/29
CVC: 211
",03/27
Cauã Dias,761.524.389-00,barroslavinia@melo.net,2021-07-20T19:02:57,web-58.viana.net,109.160.182.219,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/28.0.876.0 Mobile/53L298 Safari/536.2","Jardim de da Cunha
Havaí
15836648 Aragão / BA","VISA 19 digit
Manuela Silveira
4796237296312412594 08/30
CVC: 183
",07/27
Sarah Peixoto,941.830.756-10,caueda-paz@ig.com.br,2021-02-20T18:04:53,desktop-83.sales.br,72.59.250.156,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/17.0.867.0 Mobile/63A292 Safari/533.2","Núcleo de da Conceição, 93
São Jorge 2ª Seção
49493278 Costa de Goiás / AP","American Express
Letícia Melo
341413868008924 07/30
CID: 6518
",01/27
Dra. Carolina da Luz,852.617.940-30,vieirabernardo@fogaca.br,2021-01-15T14:35:16,web-12.pires.br,200.69.7.17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/41.0.825.0 Safari/536.2","Travessa Almeida
Canaa
93891170 Carvalho de Minas / AP","Maestro
Rebeca Santos
630454497292 01/24
CVV: 396
",03/25
Luiza Nogueira,257.301.894-60,emanuelmoraes@teixeira.br,2021-04-10T02:26:42,lt-09.nogueira.com,125.128.77.26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/34.0.842.0 Safari/536.0","Trevo Gomes, 96
Alto Das Antenas
54648076 Melo / AC","VISA 13 digit
Samuel Ramos
4340077561807 12/23
CVC: 903
",08/30
Melissa Moraes,741.803.652-35,ramoscaua@bol.com.br,2021-02-15T04:57:14,lt-16.aragao.com,47.66.90.151,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/25.0.894.0 Safari/535.1","Distrito Alana Rodrigues, 27
Serra Do Curral
59104-739 Nascimento Alegre / DF","VISA 13 digit
Enzo Monteiro
4751093413387 04/26
CVC: 418
",10/22
Maria Clara Pereira,708.512.936-03,bruna37@bol.com.br,2021-04-18T13:23:38,lt-69.lima.com,201.238.236.36,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/24.0.842.0 Mobile/74M541 Safari/535.1","Vale Arthur Correia, 909
Vila Nova Cachoeirinha 3ª Seção
58105-463 Rodrigues Verde / SC","Diners Club / Carte Blanche
Enrico Santos
30060378321200 01/23
CVC: 719
",04/27
Isabelly Farias,208.143.576-44,gabrielly90@bol.com.br,2021-06-26T19:41:16,srv-06.gomes.com,222.98.220.54,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/58.0.899.0 Mobile/94Y512 Safari/535.2","Vila de das Neves, 77
Fazendinha
80265112 Lima do Galho / PI","JCB 16 digit
Thomas Nascimento
3560374275036601 01/22
CVC: 605
",06/28
Thiago da Mata,149.568.273-00,mourabernardo@hotmail.com,2021-06-22T17:45:31,srv-63.nascimento.com,198.204.13.108,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/61.0.834.0 Mobile/80A323 Safari/533.0","Fazenda Pietro Peixoto, 768
Vila Dos Anjos
39040341 da Cruz do Oeste / TO","Maestro
Leandro Costela
639040153608 04/29
CVV: 444
",01/31
Theo Azevedo,183.754.290-23,cunhamariane@peixoto.net,2021-03-04T20:58:58,laptop-62.cavalcanti.br,74.186.169.37,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.882.0 Safari/533.1","Sítio de da Luz, 81
Esperança
01012-662 Correia / RS","VISA 16 digit
Catarina Barbosa
4259420381436765 02/29
CVC: 697
",06/30
Murilo da Conceição,630.971.852-59,aragaoanthony@moreira.org,2021-03-21T03:21:42,email-00.sales.org,96.75.148.128,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/49.0.843.0 Safari/533.2","Ladeira Melo, 5
Estoril
31285-402 Costa do Norte / PI","VISA 19 digit
Rebeca Azevedo
4920576379579554079 10/28
CVC: 503
",12/23
Miguel Carvalho,913.640.278-87,mariane98@costela.br,2021-04-21T23:08:35,web-43.goncalves.com,223.213.177.10,"Mozilla/5.0 (Windows 95) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/13.0.817.0 Safari/534.1","Conjunto Luiza Martins, 22
Funcionários
79298-702 Rocha Verde / AM","VISA 19 digit
Enzo Porto
4696566901041414596 03/22
CVC: 976
",10/28
Luiz Gustavo Nascimento,947.082.153-04,anthonymoraes@uol.com.br,2021-05-01T14:34:24,srv-87.souza.org,91.208.222.180,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 12_6) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/24.0.895.0 Safari/535.2","Rua de Caldeira, 3
Cidade Nova
86086-239 Azevedo / SE","JCB 16 digit
Vitor Gabriel Porto
3527082664763709 09/23
CVC: 441
",01/30
Ian Pereira,489.715.632-73,ysales@yahoo.com.br,2021-08-17T13:35:05,laptop-62.teixeira.com,32.38.28.116,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/39.0.843.0 Mobile/80Q086 Safari/533.1","Condomínio Silva, 434
Cinquentenário
92554-150 Farias Alegre / RS","Mastercard
Maysa Nogueira
2316946502044174 11/21
CVV: 356
",11/30
Pedro Henrique Oliveira,467.132.980-87,nmoura@da.net,2021-03-12T23:26:15,web-88.rezende.com,197.229.191.30,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/36.0.854.0 Safari/536.0","Fazenda de Moreira, 50
Beija Flor
09035479 Pereira dos Dourados / RO","Mastercard
João Vieira
2720243080063408 04/31
CVV: 607
",12/26
Pietro Rodrigues,910.784.532-41,paulojesus@ribeiro.br,2021-04-03T01:21:12,desktop-77.rodrigues.com,140.199.155.201,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/21.0.843.0 Safari/536.0","Setor da Paz, 86
São Sebastião
90000-798 da Cunha / RN","JCB 16 digit
Agatha Moraes
3513500046505056 08/29
CVC: 362
",04/28
Bryan Fogaça,873.019.564-01,melissa21@barbosa.net,2021-02-13T14:57:21,lt-90.freitas.com,161.208.253.99,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/55.0.815.0 Safari/534.1","Esplanada de Moura, 1
Vila Paquetá
51954130 Freitas / AC","Maestro
João Guilherme Aragão
675953033502 04/31
CVV: 866
",09/22
Ian Campos,871.450.692-02,ana-beatrizgomes@carvalho.com,2021-04-09T17:20:00,db-20.souza.br,26.35.200.88,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.892.0 Safari/534.1","Praça Olivia da Mota, 241
Tupi B
88185747 Cardoso / ES","JCB 16 digit
Enzo Fernandes
3559063119401351 08/23
CVC: 840
",04/28
Ana Julia da Conceição,415.638.092-06,caldeirastella@uol.com.br,2021-06-30T23:40:31,desktop-62.lopes.br,41.217.8.219,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/25.0.824.0 Safari/531.2","Alameda Castro, 73
Cidade Jardim Taquaril
63343-353 da Mota / GO","Mastercard
Pedro Miguel Nunes
2703577825349395 10/29
CVV: 800
",07/23
Sabrina Araújo,981.762.450-11,stella21@uol.com.br,2021-04-12T19:19:57,db-87.da.com,61.137.220.142,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/28.0.820.0 Safari/531.0","Condomínio de da Mota
Jatobá
28010723 Moreira / AL","Diners Club / Carte Blanche
Amanda Moura
38591240477939 08/27
CVC: 580
",02/30
Dr. Fernando Costela,038.642.157-90,peixotodavi@gmail.com,2021-01-13T13:02:19,lt-28.teixeira.com,107.190.169.187,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.803.0 Safari/535.0","Sítio Maria Alice Sales, 45
Vila Paraíso
95936-301 Cunha de Freitas / RO","Discover
João Pedro Mendes
6011797187749390 08/28
CVC: 215
",06/31
Stephany Pereira,628.471.509-94,brenomoura@da.com,2021-04-05T19:19:12,desktop-89.fogaca.br,179.6.208.20,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/56.0.848.0 Mobile/06C608 Safari/536.1","Setor Bianca Costa, 694
São Lucas
05698615 Viana do Norte / PA","VISA 16 digit
Igor Souza
4242718922489007 11/30
CVC: 957
",04/30
Fernando Duarte,156.794.823-55,eduardada-mata@yahoo.com.br,2021-07-27T08:35:02,db-07.lopes.com,101.74.103.200,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.886.0 Safari/532.0","Avenida Rafaela Santos, 36
Conjunto Celso Machado
55631-407 da Mota / RN","Discover
Cecília Cardoso
6011994853367108 06/27
CVC: 446
",09/30
Mirella Pereira,173.609.245-61,carvalholuna@da.org,2021-01-09T03:27:09,srv-83.caldeira.org,156.79.21.27,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 8_3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.892.0 Safari/533.0","Feira Peixoto
Conjunto São Francisco De Assis
00280-341 Rodrigues de Minas / PA","VISA 13 digit
Maria Luiza Moreira
4838562722917 04/27
CVC: 050
",09/24
Davi Novaes,962.187.350-95,yuri59@uol.com.br,2021-04-25T01:19:47,srv-68.barros.com,197.38.221.241,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/23.0.868.0 Safari/532.1","Aeroporto de Costela, 83
Laranjeiras
80180018 Cardoso / DF","VISA 16 digit
Bernardo Cunha
4318686525512757 10/26
CVC: 582
",01/28
Dr. Raul Ramos,597.428.106-30,barrosyuri@gomes.br,2021-06-15T09:33:38,laptop-13.moreira.org,182.93.73.35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/20.0.819.0 Safari/533.2","Condomínio Duarte, 17
Nossa Senhora De Fátima
45085-571 Jesus do Norte / SC","JCB 15 digit
Rafaela Cunha
180053143297464 02/23
CVC: 153
",07/25
Sr. Yago Lima,198.762.034-87,fariaserick@gmail.com,2021-07-16T13:11:43,desktop-21.da.br,223.188.20.183,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.893.0 Safari/533.0","Praça de Costela, 17
Vila Boa Vista
76173257 Campos / RO","VISA 19 digit
Giovanna Teixeira
4908382700153784569 05/31
CVC: 197
",09/21
Larissa da Mota,017.269.843-03,nathanfreitas@da.br,2021-05-01T08:50:30,desktop-97.das.br,179.41.175.204,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.872.0 Safari/536.1","Vereda Calebe Silveira, 80
Das Industrias I
00184960 Rezende / BA","VISA 16 digit
Vitória da Mota
4422521002238365 01/26
CVC: 825
",04/29
Vitor Gabriel Carvalho,127.395.486-64,evelynfarias@gmail.com,2021-01-15T05:55:48,db-42.dias.com,69.231.167.145,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/45.0.804.0 Safari/533.1","Trevo João Gabriel Farias, 94
Vila Paquetá
95985-606 Ramos / MG","JCB 16 digit
Carolina Lima
3566202825650205 05/28
CVC: 252
",08/27
Lucas da Conceição,213.759.086-77,ryanda-cunha@jesus.com,2021-05-16T08:46:24,web-18.almeida.br,96.18.243.184,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/61.0.843.0 Safari/534.2","Residencial da Rosa, 31
Pompéia
10794-740 Nascimento / AM","American Express
Murilo da Cunha
375124535764786 09/23
CID: 7228
",04/29
Olivia da Luz,427.813.065-17,cardososofia@uol.com.br,2021-02-14T04:23:10,web-82.da.br,54.124.234.254,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/55.0.885.0 Safari/536.0","Quadra Fogaça
Maria Virgínia
37048472 da Cruz / PB","VISA 19 digit
Maria Clara Rodrigues
4389139474719877452 11/30
CVC: 416
",04/28
Sr. Luiz Gustavo Ramos,825.169.074-94,jcampos@uol.com.br,2021-05-17T19:24:58,laptop-64.moreira.br,53.106.87.221,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/43.0.895.0 Safari/534.2","Trecho Camila Costela, 7
Vila Paquetá
76910-159 Mendes / GO","JCB 16 digit
Ana Luiza Souza
3545326299242573 05/30
CVC: 222
",07/30
Dra. Larissa Martins,032.684.197-04,joao-gabrielda-mata@gmail.com,2021-05-13T09:43:48,lt-12.vieira.br,143.227.7.227,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/23.0.804.0 Safari/534.0","Pátio de Cunha, 98
Vila Cloris
88488-853 Melo Alegre / TO","VISA 16 digit
Rafael Correia
4369716048662165 12/23
CVC: 652
",01/31
Bianca Peixoto,408.271.639-40,da-matamaria@duarte.net,2021-08-11T17:37:25,lt-44.nogueira.net,212.105.53.104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/15.0.854.0 Safari/536.2","Alameda de Aragão, 441
Vila São Rafael
02855-806 da Mota / SP","Maestro
Lorenzo Rocha
630452436862 12/23
CVV: 110
",12/26
Dr. Heitor Cardoso,073.861.459-93,wfarias@aragao.br,2021-04-13T09:10:33,db-17.fogaca.br,175.119.124.141,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/37.0.859.0 Safari/532.1","Vale Barros, 91
Vila Primeiro De Maio
63622486 Pereira Paulista / PI","VISA 16 digit
Eduarda Pires
4643579773727100 09/22
CVC: 818
",11/28
Sr. André da Mata,354.107.296-25,lunalopes@bol.com.br,2021-01-31T03:07:53,laptop-77.da.com,40.110.238.255,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/26.0.813.0 Mobile/50E168 Safari/535.1","Fazenda Jesus, 732
Túnel De Ibirité
35117267 Viana dos Dourados / RS","JCB 16 digit
João Pedro Novaes
3552206255468711 10/28
CVC: 823
",12/21
Ian Alves,375.621.940-25,ramosleonardo@ig.com.br,2021-05-18T17:23:22,laptop-50.da.br,195.167.113.13,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/55.0.813.0 Safari/535.2","Trevo Araújo, 75
Minaslandia
94244-880 Lopes do Galho / MA","JCB 16 digit
Evelyn Cunha
3594245768616952 01/24
CVC: 851
",11/23
Elisa da Conceição,197.832.654-82,lucas-gabrielsilveira@bol.com.br,2021-05-21T21:08:36,lt-51.da.com,85.249.220.171,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/56.0.801.0 Safari/536.2","Via de da Rosa, 497
Vila Fumec
32143810 Martins de Duarte / MS","Discover
Davi Luiz Costa
6011618134232308 07/24
CVC: 566
",10/22
Lara Novaes,029.641.785-85,sophianovaes@vieira.br,2021-08-09T06:14:49,srv-82.pereira.br,95.5.152.179,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.855.0 Safari/531.1","Colônia Raquel Cunha, 7
Marmiteiros
95608-992 Farias das Pedras / RS","VISA 16 digit
Alexandre da Costa
4708782158633784 10/24
CVC: 357
",03/29
Isabel Correia,025.937.461-06,bruna77@pereira.com,2021-03-07T04:12:09,laptop-89.ramos.com,220.166.44.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/32.0.896.0 Mobile/73D024 Safari/535.2","Campo Novaes, 15
São Pedro
57718-610 Freitas / AL","VISA 13 digit
Luiz Felipe Azevedo
4995467022445 04/30
CVC: 561
",06/24
Emanuelly Teixeira,460.871.239-03,rodrigo71@correia.com,2021-07-15T07:23:41,web-24.nogueira.com,80.4.13.165,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/25.0.843.0 Safari/533.0","Loteamento Yasmin Dias
Alta Tensão 1ª Seção
59510-143 Martins / PB","VISA 16 digit
Pedro Henrique Mendes
4770211127245689 03/28
CVC: 242
",11/24
Igor Melo,629.315.047-34,moreiranicolas@uol.com.br,2021-05-11T19:18:24,db-93.teixeira.com,119.161.123.211,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/37.0.809.0 Mobile/23S963 Safari/534.2","Estrada João Pedro da Mata
Conjunto Santa Maria
02744-819 Alves de Goiás / MS","VISA 13 digit
Rafaela da Luz
4382860790813 03/29
CVC: 954
",04/24
Sr. Luiz Miguel Vieira,093.162.584-05,garaujo@bol.com.br,2021-06-02T08:15:36,email-16.moura.br,153.227.166.63,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/27.0.849.0 Mobile/35M077 Safari/531.1","Praça Calebe da Mata, 85
Paquetá
09754524 Cunha / PI","Mastercard
Ana Sophia Mendes
2242355907999777 11/22
CVV: 045
",12/27
Dra. Nicole Costa,381.427.560-80,rda-cruz@yahoo.com.br,2021-02-05T05:56:05,laptop-40.da.com,22.239.37.21,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/40.0.879.0 Safari/534.2","Travessa de Oliveira, 59
Jatobá
94469-031 Silva / RJ","JCB 16 digit
Kamilly Cardoso
3595241232496294 03/26
CVC: 830
",01/28
Theo da Paz,581.247.093-60,luiz-otavio22@carvalho.com,2021-05-10T08:11:39,email-53.barbosa.org,201.211.103.1,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/18.0.846.0 Safari/532.1","Largo Nicole Moreira, 67
Ernesto Nascimento
43454047 Costela / PE","JCB 15 digit
Thales da Rosa
180034824991476 04/29
CVC: 149
",02/28
Dra. Emilly Silva,148.539.276-46,nicoleda-luz@barbosa.br,2021-05-13T03:37:53,email-20.moura.br,111.200.200.193,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/47.0.822.0 Safari/531.2","Viela Melissa Jesus, 22
Vila Formosa
05918771 Freitas / PE","VISA 13 digit
Davi Lucca Fernandes
4126442707476 02/30
CVC: 591
",07/30
Dr. André Porto,807.461.925-76,ramoslarissa@ig.com.br,2021-07-27T16:54:04,srv-20.sales.com,211.66.43.59,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_8) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/44.0.837.0 Safari/534.1","Vereda Gonçalves, 2
Olhos D'água
75466-138 Ferreira Verde / TO","Discover
Bianca Fernandes
6535969861847470 01/24
CVC: 200
",08/29
Rafaela Cunha,805.126.397-95,olivia43@ig.com.br,2021-05-26T13:20:32,email-53.nascimento.com,79.254.226.75,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.888.0 Safari/534.2","Morro Ana Júlia Lima, 4
Tupi A
71130547 Porto / RO","JCB 16 digit
Paulo Nogueira
3574156813625886 09/30
CVC: 176
",12/23
Dr. Levi Fogaça,503.146.297-34,fcardoso@fogaca.org,2021-02-17T09:47:44,email-50.martins.com,210.213.201.70,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.867.0 Safari/534.2","Estação da Rosa
São Sebastião
92287627 Monteiro da Mata / RS","VISA 16 digit
Bryan Souza
4069070425645531 10/23
CVC: 977
",06/30
Cecília Souza,412.573.960-99,maria-julianascimento@bol.com.br,2021-01-08T09:09:40,srv-71.melo.org,113.18.237.156,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/55.0.895.0 Safari/533.1","Praia Martins, 87
Vila Inestan
23177714 Silva / RS","VISA 16 digit
Ana Lívia Nogueira
4698621118190661 03/22
CVC: 134
",11/28
Henrique Rodrigues,785.102.693-86,pedro-lucas53@uol.com.br,2021-02-19T08:17:12,desktop-68.monteiro.com,196.134.102.84,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/49.0.873.0 Safari/531.2","Jardim de Silva
Vila Primeiro De Maio
40722-568 Nascimento / RO","Diners Club / Carte Blanche
Mariana Moura
30206149547090 05/23
CVC: 727
",09/27
Julia da Conceição,715.894.036-57,caldeiraeduarda@uol.com.br,2021-08-14T09:15:31,laptop-33.araujo.com,135.246.132.55,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/43.0.890.0 Mobile/07I389 Safari/536.2","Quadra da Conceição
Goiania
80004-068 Cardoso dos Dourados / AM","American Express
Rafael Cardoso
343923705040417 07/28
CID: 0872
",12/23
Isabel da Cruz,065.814.739-01,sjesus@da.net,2021-02-25T13:12:25,desktop-24.moreira.br,23.36.226.200,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/19.0.864.0 Safari/534.1","Viaduto da Conceição, 921
Marieta 1ª Seção
98547575 Cunha / GO","Maestro
Isadora Araújo
639075628730 08/23
CVV: 684
",01/28
Luana Fogaça,590.132.486-24,maria35@hotmail.com,2021-05-08T06:03:17,srv-81.monteiro.net,55.184.75.63,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.810.0 Safari/534.0","Viela Olivia Dias, 65
Santa Lúcia
80302-967 Castro / GO","Discover
Marcela Nascimento
6011965408255394 06/26
CVC: 084
",09/22
Maria Julia Cardoso,609.874.251-02,larissa85@lopes.net,2021-06-17T01:06:36,db-73.rocha.com,195.92.91.70,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/44.0.850.0 Safari/532.2","Recanto de Melo, 42
São Salvador
41353-467 Gonçalves / AM","VISA 13 digit
Agatha Duarte
4848271626333 09/22
CVC: 371
",04/29
Lorena Costela,503.679.821-02,enzo84@hotmail.com,2021-04-16T04:52:06,srv-14.oliveira.net,125.170.71.126,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/58.0.807.0 Safari/531.1","Residencial Nogueira, 1
Conjunto Serra Verde
61546169 Sales / AP","Diners Club / Carte Blanche
Bárbara da Mata
30112294139842 02/23
CVC: 471
",05/23
Isabel Pereira,790.643.825-65,henriqueda-rocha@hotmail.com,2021-06-15T15:10:17,laptop-45.ribeiro.com,164.194.147.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/26.0.878.0 Mobile/18O223 Safari/532.1","Via de Mendes, 66
Boa Viagem
03781-522 Gonçalves dos Dourados / PI","Discover
Emanuelly Cardoso
6553792715035192 07/31
CVC: 547
",08/26
